main_category,title,average_rating,rating_number,features,description,price,store,categories,details,parent_asin
All Beauty,"White Press On Nails, 200PCS Cosics Glossy Colored False Nail Tips Ballerina & Stiletto Shape, Fake Nails Medium Length Full Cover, 10 Sizes Acrylic French Nail for Christmas Party with Storage Box, for Salon and Home Diy Nail Art Design",4.3,34,[],[],,COSICS,[],"{'Color': 'White', 'Size': '200 Piece Assortment', 'Material': 'Plastic, Acrylic, Acrylonitrile Butadiene Styrene (ABS)', 'Brand': 'COSICS', 'Style': 'French', 'Package Dimensions': '7.4 x 6.65 x 1.34 inches; 4.97 Ounces'}",B08H1W9633
All Beauty,Aluminum Self Lock Tattoo Grip Tattoo Tube For Tattoo Red Color,4.0,1,[],[],,,[],{'Package Dimensions': '4 x 3.3 x 1.5 inches; 4 Ounces'},B0145Y5N4E
All Beauty,Maforsoon Messy Hair Bun Hair Scrunchies Extension 1PCS Curly Wavy Messy Synthetic Chignon for women Updo (Strawberry Blonde),3.2,9,[],[],,Maforsoon,[],"{'Material': 'Synthetic', 'Hair Type': 'Wavy, Curly', 'Style': 'Modern', 'Brand': 'Maforsoon', 'Age Range (Description)': 'Adult', 'Package Dimensions': '7.56 x 6.65 x 1.42 inches; 2.08 Ounces'}",B09LHD2B7J
All Beauty,Lashes 25mm Faux Mink Fluffy Eyelashes HeyAlice 40 Pairs 8 Styles Dramatic Eye Lashes Bulk 6D Volume Thick Long Reusable Fake Eyelashes Wholesale,4.2,103,[],[],,HeyAlice,[],"{'Color': 'Black', 'Brand': 'HeyAlice', 'Material': 'Faux Mink', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Package Dimensions': '13.3 x 7.6 x 0.55 inches; 2.4 Ounces'}",B0912X8PLC
All Beauty,Mukti Organics - Organic / Vegan 2-IN-1 Resurfacing Exfoliant (3.5 fl oz / 100 ml),4.6,5,[],[],,Supportiback,[],"{'Brand': 'Supportiback', 'Material Feature': 'Certified Organic, Vegan', 'Item Volume': '100 Milliliters', 'Number of Items': '1', 'Special Feature': 'Organic', 'Package Dimensions': '6.5 x 1.6 x 0.5 inches; 0.35 Ounces', 'UPC': '741755269389', 'Manufacturer': 'Supportiback'}",B01FIART50
All Beauty,13X6 Lace Front Wigs Human Hair Pre Plucked With Baby Hair Brazilian Virgin Hair Kinky Straight Human Hair Wigs For Women Deep Part Space 13 By 6 Wigs Wet And Wavy 100% Human Hair 9A Grade 20 Inch,1.0,1,[],[],,Isufer,[],"{'Material': 'Human Hair', 'Hair Type': 'Wavy', 'Brand': 'Isufer', 'Age Range (Description)': 'Adult', 'Package Dimensions': '9.69 x 6.85 x 0.94 inches; 12.35 Ounces'}",B0998FFCK6
All Beauty,Ulta Shiny Sheer Lip Gloss - Pink (sheer pale blue pink with shimmer) 0.17 oz,4.5,5,[],[],14.99,Ulta,[],"{'Brand': 'Ulta', 'Skin Type': 'All', 'Item Form': 'Glossy', 'Finish Type': 'Sheer', 'Coverage': 'Sheer', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '4.7 x 0.3 x 0.3 inches; 0.16 Ounces', 'UPC': '717897052912'}",B01H5ZBE6Q
All Beauty,"Elegant Hair - 17"" PONYTAIL Clip in Hair Piece CURLY Platinum Blonde #16/60 REVERSIBLE Claw Clip 220g",5.0,3,[],[],20.99,Elegant Hair,[],"{'Brand': 'Elegant Hair', 'Material': 'Human Hair', 'Extension Length': '17 Inches', 'Hair Type': 'Curly', 'Material Feature': 'Natural', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '16.93 x 3.94 x 1.97 inches; 5.64 Ounces', 'UPC': '799632434306'}",B00IJVVBG4
All Beauty,Tattify Assorted Mandala Temporary Tattoos - Ascension (Complete Set of 16 Tattoos - 2 of each Style) - Individual Styles Available - Fashionable Temporary Tattoos …,3.9,43,[],[],,Tattify,[],"{'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '5 x 0.25 x 7 inches; 0.16 Ounces'}",B0182YM4IG
All Beauty,KISS Glam Fantasy Ultimate Diamond Nails 3D Look KGFD01X,4.4,986,[],[],,KISS,[],"{'Material': 'Plastic', 'Brand': 'KISS', 'Style': 'Art Deco', 'Pattern': 'Solid', 'Coverage': 'Full Well Tips'}",B07DM93SQF
All Beauty,Mynena Duochrome Eyeshadow Pigment Powder Color Changing for Makeup Kit 2,3.3,3,[],[],,Mynena,[],"{'Brand': 'Mynena', 'Item Form': 'Powder', 'Special Feature': 'Color Changing', 'Number of Items': '2', 'Unit Count': '1.00 Count'}",B08T6R8K67
All Beauty,Elite99 7pcs UV Gel Acrylic Nail Art Tips Builder Brush Pen Design Rounded Edge Nail Art Painting Detailing Brush Set,3.7,72,[],[],,Elite99,[],{},B01L6QZ07Y
All Beauty,"LordHighting 2600 Pieces Clear Hotfix AB Rhinestones, 6 Mixed Sizes Crystal Flatback Rhinestones for Nail Art, 3D Diamonds Nail Charms, DIY Crafts Face Phones Clothes Shoes Jewelry Bag",5.0,8,[],[],,LordHighting,[],{'Product Dimensions': '3.5 x 2.8 x 0.5 inches; 1.52 Ounces'},B09BR6CLXG
All Beauty,ibd Advanced Wear Color Duo Flowerful 1 PK,4.2,20,[],"[""It's A Match Duos pair Advanced Wear with Just Gel Polish to offer a matching gel/lacquer combo. Each long lasting formula is available in a 0.5 fl oz bottle For Lacquer: Buff and cleanse nails, apply 1 coat of Base Prep, 2 coats of Pro Lacquer and finish with one coat of Top Coat. No lamp required, Advanced Wear Lacquer dries in minutes. For Gel: Mix well. Apply a thin coat of Gel Polish covering the free edge of the nail, avoiding the cuticle area and cure 2 minutes under UV Lamp or cure for 30 seconds under LED Lamp. Repeat process for a second coat. AWL: Ethyl Acetate, Butyl Acetate, Nitrocellulose, Adipic Acid / Neopentyl Glycol / Trimellitic Anhydride Copolymer, Acetyl Tributyl Citrate, Isopropyl Alcohol, Stearalkonium Hectorite, Sucrose Acetate Isobutyrate, Pentaerythrityl Tetraisostearate, Polyoxymethylene Melamine, Red 22 (CI45380), Red 28 (CI45410), Titanium Dioxide (CI77891), Yellow 5 (CI19140) JGP: Dipentaerythrityl Pentaacrylate, Tetrahydrofurfuryl Methacrylate, Sucrose Benzoate, Isobornyl Acrylate, Acrylates/Acrylamide Copolymer, Di-HEMA Trimethylhexyl Dicarbamate, Trimethylolpropane Triacrylate, Hydroxycyclohexyl Phenyl Ketone, Benzoyl Isopropanol, Ethyl Trimethylbenzoyl Phenylphosphinate, Polyester-3, Silica, Aluminum Hydroxide, Red 22 (CI45380), Red 28 (CI45410), Titanium Dioxide (CI77891), Yellow 5 Lake (CI19140)""]",12.79,IBD,[],"{'Brand': 'IBD', 'Item Form': 'Gel', 'Type': 'Gel', 'Finish Type': 'Glossy', 'Material Feature': 'Cruelty Free, Vegan', 'Age Range (Description)': 'Adult', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Liquid Volume': '14 Milliliters', 'Item Dimensions LxWxH': '1.18 x 1.18 x 2.36 inches', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '1.18 x 1.18 x 2.36 inches; 1.76 Ounces', 'Item model number': 'IBDSECONDARY164', 'UPC': '039013654849', 'Manufacturer': 'IBD Beauty'}",B01M61Y1T9
All Beauty,"Beard & Hair Straightener for Men - Ionic Beard Straightening Comb with Anti-Scald, 30s Fast Ceramic Heating, 12 Heat Levels, Auto Off, Frizz-Free, 360 Swivel Cord, for Home, Travel and Salon",4.1,129,[],[],,SHVYOG,[],{'Package Dimensions': '12 x 4.6 x 2.2 inches; 1.15 Pounds'},B082WT7SGJ
All Beauty,"Cuticle & Nail Care Set 3pcs - Stainless Steel Cuticle Nippers, Cuticle Pusher And Scraper To Remove Gel Nail - Nail Art Remover Tool, Manicure Tools (Silver)",3.6,5,[],[],,Heisey,[],"{'Package Dimensions': '6.61 x 2.56 x 0.59 inches; 2.47 Ounces', 'UPC': '793811542271'}",B0863GCVW5
All Beauty,"Baebody Coconut Milk Body Scrub: With Dead Sea Salt, Almond Oil, and Vitamin E. - Exfoliator, Moisturizer Promoting Radiant Skin 10oz.",4.1,610,[],[],,Baebody,[],"{'Brand': 'Baebody', 'Material Feature': 'Natural', 'Item Volume': '12 Fluid Ounces', 'Number of Items': '1', 'Special Feature': 'Moisturizing', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3.25 x 2.3 x 2 inches; 12 Ounces', 'Item model number': 'Baebody-Coconut Milk Scrub', 'UPC': '794168026704 858466006070'}",B01F7WA2X0
All Beauty,Gentlehomme Face Moisturizer For Men - Mens Facial Lotion with Neroli Essential Oil Scent - Collagen & Stem Cells - Daily Anti-Aging Moisturizer for Dry & Oily Skin - 4 oz,4.3,54,[],[],,Gentlehomme,[],"{'Brand': 'Gentlehomme', 'Scent': 'Fresh', 'Item Form': 'Lotion', 'Unit Count': '1.00 Count', 'Number of Items': '1', 'Package Dimensions': '3 x 2.83 x 2.4 inches; 4 Ounces', 'UPC': '860001419924'}",B0851QJPZY
All Beauty,French Nail Dip Container Dipping Powder Tray French Nail Smile Line Molding Mould Finger Guide,4.1,142,"['High Quality Material-- High-grade ABS material, non-toxic,environmental friendly and Sleek Appearance Design.Safer to use.', 'Long Time to Use-- Dip Powder Container is light weight, portable, easy to clean, durable to use for a long time.Let you easily do French nail and glitter powder nail art.', 'Easy to Use-- Finger guide groove, put your fingers on it and then smile line forms.Powder position identification makes it more accurate to use.Only few minutes, you can finish both hands French nail art.', ""Saving Time & Money- Perfect for home use and DIY,you don't need go to salon anymore,only need few minutes,very easy and creative, saving so much Time and Money."", 'A Necessary Nail Tool-- A great nail tool to create beautiful nails.Ideal for both salon nail artists and beginner to use,the best gift for those who are fond of nail DIY.']",[],5.99,An-self,[],"{'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '6.26 x 3.94 x 1.85 inches; 1.62 Ounces', 'Item model number': 'SXH5296151893925YE', 'UPC': '749029844140'}",B075JMKB8H
All Beauty,"Michel Design Works Bath Soap Bar, Peony, Large",4.5,47,"['Large bath soap weighs in at a substantial 8.7 ounces; Triple milled', 'Lush, romantic fragrance of flowering pink peonies', 'Contains only the finest ingredients: pure vegetable palm oil, glycerin, and rich moisturizing shea butter', 'Triple-milled to make the soap silky smooth and long-lasting', 'Color and fragrance evenly distributed throughout the beautifully wrapped bar']","['This substantial 8.7-ounce bath bar contains only the finest ingredients - pure vegetable palm oil, glycerin, and rich, moisturizing shea butter. Handmade in Sussex, England, these bars are triple-milled to produce a completely uniform, long-lasting soap. Imbued with carefully chosen Michel Design Works fragrances, every bath will be a luxurious one. Michel Design Works was created by Bruce & Deborah Michel in the early 1980s. The first product was an elaborate “memory book” called Our Country Diary. Still a favorite today, it is filled with vintage artwork, quirky quotes, notable dates and plenty of room to record all the events of the year. Our Country Diary will become a beautiful record of your family life. When they first created their signature elephant logo, it signified a remembrance of all things special. Although Michel Design Works has greatly expanded into bath & body, home fragrance and decor, when Bruce & Deborah remember and celebrate all of their wonderful customers and the company’s history, it is even more fitting today! Whether you are a new or a long-time friend, we welcome you to enjoy the art, lather up with our English soaps, set an elegant table with napkins, candles, plates, and serveware, and end your day with wonderfully fragrant n bubble bath.']",,Michel Design Works,[],"{'Item Form': 'Bar', 'Skin Type': 'All', 'Brand': 'Michel Design Works', 'Age Range (Description)': 'Adult', 'Number of Items': '1', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6 x 3 x 2 inches; 6.4 Ounces', 'Item model number': 'SOAL227', 'UPC': '608666691299', 'Manufacturer': 'Michel Design Works'}",B00I9JIAFG
All Beauty,4 Pack Spring Twist Crochet Hair Ombre Colors 8 Inch Synthetic Fibre Spring Twist Hair be Installed Ina Variety of ways (T1B/27),3.7,17,[],[],,moda&mode,[],"{'Brand': 'Moda&mode', 'Material': 'Synthetic', 'Extension Length': '8 Inches', 'Hair Type': 'Straight', 'Material Feature': 'Natural', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '6.69 x 5.12 x 0.39 inches; 1.08 Pounds', 'Item model number': 'ST-8'}",B08BF8DST5
All Beauty,TODAYADAY’s Baby Foot Peel Mask for Dry Cracked Feet (3 Pairs) - Removes & Repairs Rough Heels - Moisturizing Feet Peeling Mask for Callus and Dead Skin,4.2,22,[],[],,TODAYADAY,[],"{'Brand': 'TODAYADAY', 'Scent': 'Fresh', 'Unit Count': '3.00 Count', 'Number of Items': '6', 'Skin Tone': 'All', 'Product Dimensions': '7.95 x 6.1 x 1.18 inches; 7.05 Ounces'}",B097644F71
All Beauty,NOBLE Lace Front Wigs for Black Women 38 Inch Super Long Blonde Wig for White Women Synthetic Body Wave HD Lace Front Wavy Wigs for Daily Party Cosplay Use,3.2,18,[],[],,NOBLE,[],"{'Material': 'Synthetic', 'Hair Type': 'Wavy', 'Style': 'Wavy', 'Brand': 'NOBLE', 'Age Range (Description)': 'Adult', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '13.7 x 7.7 x 2.6 inches; 1.05 Pounds'}",B08536V9VV
All Beauty,Fuji Premium Crystal Apple Shaped Glass Dappen Dish Holder with Lid Or Small Accessories Jewelry Holder. Design Unique & Best For Gift.,4.6,707,"['Crystal Apple Shaped Dish with Lid', 'Size: 2.5"" Diameter, 3.25"" Height', 'Depth after removing Lid = 1.25""', 'Made in Taiwan']",['The Crystal Apple Shaped Dish with Lid is great for putting powders or whatever you like inside while doing your manicure. The product is Made in Taiwan.'],,FUJI,[],"{'Brand': 'FUJI', 'Material': 'Glass, Crystal', 'Style': 'Unique', 'Occasion': 'Anniversary, Birthday', 'Inner Material': 'Glass', 'Number of Compartments': '1', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '3.74 x 3.54 x 2.95 inches; 5.64 Ounces', 'Item model number': 'CH-321', 'UPC': '610256810409'}",B00CLXXXH6
All Beauty,"essence | I Love Extreme Crazy Volume Waterproof Mascara | Volumizing & Longlasting for Dramatic Lashes | Vegan & Cruelty Free | Free From Fragrance, Parabens, Alcohol, & Microplastic Particles",4.1,3520,"['EXTREME VOLUME, WATERPROOF WEAR: The all-time beauty favorite, the I LOVE EXTREME CRAZY VOLUME mascara from essence, is now available in a waterproof version! With a creamy, waterproof formula and extra-large brush, this mascara delivers mega volume and a bold, dramatic finish.', 'MEGA-SIZED BRUSH: The unique extra-large elastomer brush works to coat each individual lash, resulting in an intense, volumizing effect with just one stroke! Starting at the base of your lashes, swipe brush from roots to tips and layer until desired effect is achieved.', 'LONG-LASTING WEAR: The waterproof formula of the I Love Extreme Crazy Volume Waterproof Mascara ensures that your bold, voluminous look lasts all day, no matter what rain, sweat, or tears life throws your way.', 'CLAIMS: Vegan & Cruelty Free. Free from parabens, fragrance, alcohol, & microplastic particles. Made in Luxembourg.', 'CRUELTY FREE: essence cosmetics is certified and acknowledged by PETA as a cruelty-free brand. We do not test any of our products on animals.']",[],4.99,essence cosmetics,[],"{'Is Discontinued By Manufacturer': 'No', 'Language': 'English', 'Product Dimensions': '0.79 x 0.79 x 4.92 inches; 1.06 Ounces', 'Item model number': 'Z-938125', 'Manufacturer': 'essence', 'Country of Origin': 'Luxembourg'}",B0B7L451Z9
All Beauty,"MORe di Croatia Eye Cream - Dubrovnik Gold Anti Aging Eye Cream for Wrinkles and Fine Lines, Reduce Puffiness and Dark Circles, Hyaluronic Acid and Immortelle 15ml",4.0,9,"['Dubrovnik Gold. Our luxury Youth Boosting Immortelle Collection features Croatian Immortelle – the golden flower that never fades. With remarkable skin healing properties, this everlasting botanical is at the heart of our restorative skin care line. Try MORe’s ultimate anti-aging skincare regimen with Immortelle-infused Micellar Water, Regenerating Face Serum, Enriching Face Oil and Brightening Eye Cream. Cruelty Free, Paraben Free, Vegan, Plant Based Skincare', 'Signature Blend of Botanicals. MORe eye cream combines 7 precious oils of Immortelle (Helichrysum Italicum), Sweet Almond, Wheat Germ, Apricot, Primrose, Geranium and Bergamot with Aloe Vera, Calendula (Marigold), Chamomile and Rose Geranium along with proven anti-aging ingredients formulated to restore skin volume, texture and elasticity', 'Brightens & Tightens Eye Area. Specifically designed to reduce the appearance of under-eye circles, dark circles, fine lines, wrinkles and puffiness. Contains an infusion of anti-inflammatory, toning, nourishing, and firming properties which strengthen the delicate eye area tissue for a more youthful glow', 'Superior Hydration for All Skin Types. Luxurious, lightweight, herb-infused formula quickly absorbs without greasy residue. Combines HA, peptides and antioxidants to maintain skin’s moisture levels while protecting from free radicals helping to stimulate collagen production and protect against skin damage. Ideal for mature, dry, sensitive, oily, and acne-prone skin. For Men and Women', 'Natural Botanicals. MORe skincare features organic ingredients native to Croatia. Our products combine pure ingredients from sun grown plants harvested at the peak of their medicinal potency to ensure maximum results for beautiful and healthy skin. MORe meaning ‘sea’ in Croatian, captures the essence of our brand and provides a lasting sensory experience of the pristine Croatian coastline']",[],14.99,MORe di Croatia,[],"{'Brand': 'MORe di Croatia', 'Item Form': 'Cream', 'Number of Items': '1', 'Use for': 'Eyes', 'Skin Type': 'All', 'Package Dimensions': '8.66 x 5.51 x 1.54 inches; 2.79 Ounces', 'Manufacturer': 'MORe di Croatia'}",B08KYLTK5H
All Beauty,JIMIRE 15MM False Eyelashes Fluffy Full Eyelashes 3D Faux Mink Lashes Pack 5 Pairs,4.3,253,[],[],,JIMIRE,[],"{'Color': 'Black', 'Brand': 'JIMIRE', 'Material': 'Faux Mink, Mink Fur', 'Material Feature': 'Cruelty Free', 'Item Form': 'Pair', 'Package Dimensions': '5.4 x 3.8 x 0.7 inches; 0.63 Ounces'}",B08C5H89QB
All Beauty,"Liquid Latex Fashions Metallic Silver Latex Body Paint for Adults and Kids, Zombie Skin Makeup, Ideal for Art, Parties and Cosplay, Super Flexible- 4 Oz",3.4,13,"['✅ Easy Application & Removal: This liquid latex body paint is easy to apply and it comes off fast too! You simply have to skin it off your skin or rinse with fulsome lukewarm water.', '✅ The Perfect Party Accessory: This Latex Paint For Carnivals is the ideal accessory to spice up your next party, the festival, photoshoot, or night-out. For both amateurs and professionals.', '✅ Suitable For Multiple Occasions: Metallic Silver Latex Body Paint is paramount for general costume creation. Use it for drama, school plays, cosplays, dress-up, carnivals, and more! For make-up face painting or full-body painting.', '✅ Safe For Skin: Our Shiny Metallic Body Paint has been tried and tested and will not cause damage or reactions, even on sensitive skin. You can utilize it on your face, hands, or body.', '✅ Color Your face & Body: Let the party begin! Very easy- and safe to use! Be your artwork, everybody will look at it! Be astonished by those exquisite magical color effects you can design on your body.']",[],9.99,Liquid Latex Fashions,[],"{'Color': 'Metallic Silver', 'Brand': 'Liquid Latex Fashions', 'Item Form': 'Liquid', 'Package Information': 'Bottle', 'Skin Type': 'Sensitive', 'Is Discontinued By Manufacturer': 'No', 'Product Dimensions': '3 x 3 x 3 inches; 2.4 Ounces', 'Item model number': '010583', 'UPC': '811832010583', 'Manufacturer': 'Liquid Latex Fashions'}",B00FAT8N46
All Beauty,Long Synthetic Wig for Women Black Wig Natural Curly 26 inch Cosplay Wig Wavy Heat Resistant Glueless Wig,3.9,8,[],[],,COSYCODE,[],"{'Hair Type': 'Curly', 'Style': 'Modern', 'Special Feature': 'Glueless', 'Brand': 'COSYCODE', 'Age Range (Description)': 'Adult', 'Package Dimensions': '9.8 x 6.8 x 2.3 inches; 8.01 Ounces'}",B082XSDKCN
All Beauty,AVERY - Color: MAPLE SUGAR-R,5.0,1,[],[],280.5,Noriko,[],"{'Material': 'Synthetic', 'Hair Type': 'Wavy, wavy curl straight normal fine textured hair, textured', 'Style': 'Modern', 'Brand': 'Noriko', 'Age Range (Description)': 'Adult', 'UPC': '694483011051'}",B00Q7MXBM4
All Beauty,BS-MALL Makeup Brush Set 16pcs Makeup Brushes Premium Synthetic Bristles Powder Foundation Blush Contour Concealers Lip Eyeshadow Brushes Kit,4.4,111,[],[],,BS-MALL,[],"{'Brand': 'BS-MALL', 'Recommended Uses For Product': 'Contour, For Blush, For Foundation', 'Material': 'Animal Hair', 'Skin Type': 'Sensitive', 'Item Form': 'Wand', 'Number of Pieces': '16', 'Age Range (Description)': 'Adult', 'Ferrule Material': 'Aluminum', 'Skin Tone': 'All', 'Package Dimensions': '11 x 7 x 1 inches; 6.38 Ounces'}",B07XHH45R5
All Beauty,Body Care / Beauty Care Nail Polish Holders (Oval & Round Style) (2 Pcs Total) Bodycare / BeautyCare,4.0,20,['Body Care / Beauty Care Nail Polish Holders (Oval & Round Style) (2 Pcs Total) Bodycare / BeautyCare'],['Body Care / Beauty Care Nail Polish Holders (Oval & Round Style) (2 Pcs Total) Bodycare / BeautyCare'],5.99,Beauticom,[],"{'Brand': 'Beauticom', 'Number of Items': '2', 'Use for': 'Whole Body', 'Unit Count': '2.00 Count'}",B00EJD6YUE
All Beauty,"400PCS Acrylic Nail Paper Forms,Horseshoe Nail Extension Tips,Acrylic Nail/UV Gel Nail Extension Forms Guide Stickers for Women Girls Nail Salon DIY Supplies (Nail Forms Set)",3.7,109,"['Acrylic Nail Paper Forms Set Feature: Glossy lamination surface, It has effect of moisture proof and dust-proof, thickness enough not easy to deform, with length and numbers marked on each nail form which provides an accurate guide for making your pretty nails, self-adhesive with good adhesion, firmly fixed on the finger to prevent instability when applying the extended glue.', 'Nail Extension Form Size: Total 400 pieces fold acrylic nail forms, easy to wrap around your nails and fingers, match for most people.', 'Easy to Use: Pull off the middle round sticker to back of extension forms, and hold the scale of the sticker at front of the nail edge and pinch each sides of the forms when the scale fit with the finger, and make sure the tips tight close to your finger, and then apply with poly gel and cure it, final filing the ideal shape and length you want.', 'Application: Suitable for poly gel nail extension/ acrylic nails extension/ UV gel builder, great for professional nail salon equipment or nail art DIY lovers and learners, ideal manicure tools for sculpting gel nail tips guide, easy to operate and molding.', 'Guarantee: If you have any questions about your purchase, please feel free to contact us. we will respond to you as soon as possible and do our best to solve your problems']","['400 Pcs Professional Acrylic Nail Forms Guide Stickers Package Include: 4 x 100 PCS/Roll gel form builder for nails Adjustable width of the nail forms. Thickened, more adhesive, easy to apply and remove. Length and number marked on each nail form that provide an accurate guide for your nail design. These forms are great for sculpting a shape or length you desire. The nail forms are perfect for finger care, suitable for professional nail salon or home use. Nail Art Tips Material: Builders paper, self-adhesive Nail Forms Quantity: 400 Pcs nail forms for gel nails How to Use: 1.Peel off one guide from the form stickers 2.Pull the round sticker tips to back of extensions, strengthen hardness 3.Rip from the dotted line at the top of the stickers 4.Hold the scale of the sticker at front of the nail edge 5.Pinch the left part of the sticker when the scale fit with finger joint to holder the sticker to your nail 6.Make sure the sticker tight close to your nail 【100% satisfied】If you have any disappointing part, after-sale team will solve your problem and provide satisfied service within 24 HOURS.']",,DouborQ,[],"{'Size': '1 Count (Pack of 1)', 'Material': 'Acrylic', 'Brand': 'DouborQ', 'Style': 'French', 'Coverage': 'Full Well Tips', 'Package Dimensions': '7.4 x 4.84 x 2.2 inches; 10.58 Ounces', 'Manufacturer': 'DouborQ'}",B092ZJS3J7
All Beauty,"HOMOST Starry Magnetic Cat Eye Gel Nail Polish Set, 6PCS Galactic Auroras Chameleon Gel Nail Polish Kit With Magnet",3.7,16,[],[],,Homost,[],"{'Brand': 'Homost', 'Item Form': 'Gel', 'Color': 'Black', 'Type': 'gel', 'Finish Type': 'Glossy', 'Material Feature': 'Non-Toxic, Natural', 'Age Range (Description)': 'Adult', 'Number of Items': '6', 'Package Dimensions': '7.48 x 3.23 x 1.18 inches; 6.7 Ounces'}",B09BKK8G76
All Beauty,EmaxDesign Makeup Brushes 17 Pieces Premium Synthetic Foundation Brush Powder Blending Blush Concealer Eye Face Liquid Powder Cream Cosmetics Brushes Kit (Rose Gold),4.6,13676,"['Premium Makeup brushes: 5pcs big kabuki makeup brushes and 12pcs essential make up brushes. High density fluffy bristle, soft but firm to hold makeup. NO SHEDDING!', 'Durable Makeup Brush Set: Elegant wooden handle and ferrule, Hand-crafted by a professional makeup artist to ensure the long time use.', 'Multi-function Brushes Kit: Cover all types of brushes, ideally for applying, blending and shading products, easy and convenient for daily use.', 'Great for all kinds of cosmetics: Perfect for liquids, powders, or creams to produce a beautiful face and eye makeup application.', ""EmaxDesign is committed to offer you 100% satisfaction purchase. If you encounter any problems with our products, please don't hesitate to contact us. We will give you a satisfactory solution in 24h.""]",[],11.99,EmaxDesign,[],"{'Brand': 'EmaxDesign', 'Recommended Uses For Product': 'Eyebrow Brush, For Eyeshadow, For Concealing, Lip Brush, For Setting Powder, For Eyelining, For Foundation, Blending BrushEyebrow Brush, For Eyeshadow, For Concealing, Lip Brush, For Setting Powder, For Eyelining, For Foundation, Blending Brush  See more', 'Color': 'rose gold', 'Material': 'Wood', 'Skin Type': 'All', 'Item Form': 'Wand', 'Number of Pieces': '17', 'Age Range (Description)': 'Adult', 'Handle Material': 'Wood', 'Ferrule Material': 'Copper', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9.49 x 5.91 x 1.46 inches; 7.05 Ounces', 'Item model number': 'MB1701', 'UPC': '603149356153', 'Manufacturer': 'EmaxDesign'}",B07G19ZXWB
All Beauty,Nail Art Brush Set Acrylic UV Gel Painting Brush Nail Art Liner Brushes Crystal Handle Manicure Salon Tools (3Pcs),4.6,194,"['Thepackage includes 3pcs nail liner pen which comes with 3 different size: 3 sizes(7mm, 9mm, 11mm). Can be used to paint flowers.', 'Nylon Hair, non-deformation and non-corroding, durable for longer use.', 'Good gathering, easy to handle and operate, making your nails more beautiful and charming.', 'Great for professional nail salons and diy nail art at home. Best Gift for girl friend, daughter, and mother who love manicure on Birthday, Christmas, Thanksgiving and Halloween.', 'With a cap, convenient to use, also protects the nail brush from dust.']",[],,An-self,[],"{'Brand': 'An-self', 'Handle Material': 'Acrylic', 'Head Material': 'Nylon', 'Unit Count': '3 Count', 'Is Discontinued By Manufacturer': 'No', 'Package Dimensions': '9 x 1.4 x 0.9 inches; 2.08 Ounces', 'Item model number': 'C-W0331-W2733-HMMFBA', 'Manufacturer': 'An-self'}",B0713WWTQ4
All Beauty,Petzinga Pet Grooming Brush Double-Sided Deshedding and Dematting Dogs and Cats Reduce Shedding by up to 95% Undercoat Rake Comb for Mats&Tangles Removing Great for Short to Long hair Small Large Breeds,4.1,77,[],[],,Petzinga,[],"{'Brand': 'Petzinga', 'Shape': 'Oblong', 'Special Feature': 'Double Sided', 'Product Benefits': 'Softening,Smoothening', 'Unit Count': '4.65 Ounce', 'Package Dimensions': '9.84 x 5.79 x 1.1 inches; 4.8 Ounces', 'UPC': '756839521659'}",B0951K4LY9
All Beauty,"LordHighting Rhinestones for Nails Clear Crystal Champagne Set 4880Pcs,Round and Multi-Shape Glass Nail Decorations, Nail Art Accessories Flat Back Gems with Wax Pen and Tweezers",4.7,4,[],[],,LordHighting,[],{'Package Dimensions': '10.79 x 5.39 x 1.61 inches; 11.99 Ounces'},B09BJZNGJ4
All Beauty,"Electronic Breath Spray for Bad Breath Fresheners Mouth Spray, Mint Oral Care Health Spray",3.1,5,[],[],,AusKit,[],{},B0B99P5NZC
All Beauty,24K Gold Under Eye Patches Eye Masks For Dark Circles And Puffiness with lifting effect 20 pairs 40 pcs Revitalize and Refresh Your Skin,3.9,19,[],[],,TOMBLIVE,[],"{'Brand': 'TOMBLIVE', 'Item Form': 'Pads', 'Product Benefits': 'Hydrate,Skin Hydration', 'Unit Count': '1.00 Fl Oz', 'Number of Items': '40', 'Package Dimensions': '7.32 x 4.92 x 1.34 inches; 9.38 Ounces', 'UPC': '764577291581'}",B093YZRFLW
